name,spouse,parents,siblings,relatives,ancestors,Born,died,abilities,Bonded_with,titles,aliases,profession,groups,skills,species,residence,birthplace,religion,ethnicity,nationality,world,universe,featured_in
Teshav Khal , Spouse<->General Khal[1], Children<->Halam/ Aratin/ Meleran, Relatives<->Idani, Profession<->Scribe/ Attendant, Ethnicity<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Thakka , Died<->Rathalas 1141[1], Abilities<->Swordfighting, Titles<->Captain of Dalinar's elites, Profession<->Soldier, Groups<->Dalinar's elites/ Kholin army, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Thanadal , Ancestors<->Sadees[1], Died<->Killed by the Ghostbloods[2], Titles<->Highprince of Alethkar, Groups<->Sons of Honor[3], Residence<->The Alethi warcamps, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Tibon , Profession<->Cobalt Guard, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Tien , Parents<->Lirin/ Hesina, Siblings<->Kaladin/ Oroden, Relatives<->Aesudan/[1] Gavinor, Born<->1155[2], Died<->1169[3], Abilities<->Lightweaver[4], Profession<->Carpenter’s apprentice/ Soldier in Amaram's army, Groups<->Amaram's army, Birthplace<->Hearthstone, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,
Tinalar , Abilities<->Shardbearer (formerly), Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Tomor , Relatives<->Falilar (uncle), Skills<->Artifabrian, Profession<->Ardent, Religion<->Vorinism, Residence<->Urithiru, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Ton (singer) , Species<->Singer, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Toralin Roshone , Spouse<->Laral Roshone[1] (second marriage), Children<->Rillir Roshone, Died<->Early 1175,,,,,,,,,,,,,,,,,,,,
Killed by Moash[2], Profession<->Citylord of Hearthstone, Residence<->Hearthstone, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Toravi , Profession<->Farmer, Residence<->Hearthstone, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Torol Sadeas , Spouse<->Ialai, Ancestors<->Sadees[1], Born<->1123[2][3], Died<->Jesesach 1174[4], Abilities<->Shardbearer, Titles<->Highprince of Alethkar/ Highprince of Information (renounced), Groups<->Sadeas army, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,
Tukks , Died<->[1], Profession<->Sergeant in Amaram's army, Groups<->Amaram's army/ Takers, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Turinad Sebarial , Ancestors<->Sadees[1], Titles<->Highprince of Alethkar/ Highprince of Commerce, Groups<->Sebarial army, Residence<->Urithiru, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Ulina , Profession<->Scribe, Groups<->Sons of Honor, Residence<->The Alethi warcamps, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Urimil , Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Vaceslv , Profession<->Soldier, Groups<->Kholinar Wall Guard, Residence<->Kholinar, Ethnicity<->Thaylen, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Valama , Residence<->Hearthstone, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Vardinar , Groups<->Kholinar Wall Guard, Residence<->Kholinar, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Vartian , Residence<->The Alethi warcamps, Ethnicity<->Alethi, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Vedekar Perel , Died<->1174[1], Profession<->Military officer, Groups<->Sebarial army, Residence<->Urithiru, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Velalant , Residence<->Kholinar, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Velat , Profession<->Scholar, Groups<->Kholin army, Residence<->Urithiru, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Velinar , Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Ven , Titles<->Chief Surgeon, Profession<->Doctor, Groups<->Amaram's army, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Vevidar , Profession<->Soldier/ Quartermaster, Residence<->Urithiru, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Wistiow , Children<->Laral, Died<->c. 1166[1], Titles<->Citylord, Residence<->Hearthstone, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Yenev , Died<->~1163[citation needed]/ killed by Torol Sadeas, Titles<->Highprince of Alethkar, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Yezriar , Died<->1140[1], Titles<->Crown prince, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Axikk , Profession<->Vizier, Residence<->Azimir, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Dalksi , Profession<->Vizier, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Ethid , Profession<->Scion & Scholar, Groups<->Veristitalians[1], Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Falksi , Profession<->Handmaiden, Ethnicity<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Hauka , Titles<->Captain in Yeddaw Guard[1], Residence<->Yeddaw, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Huqin , Relatives<->Gawx, Profession<->Thief, Groups<->Huqin's crew, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Kwati , Died<->Nan 1174[1], Profession<->Minister, Ethnicity<->Azish, Nationality<->Marabethian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Maxin , Profession<->Thief, Groups<->Huqin's crew, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Mura , Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Noura , Profession<->Vizier, Residence<->Azimir (former)/ Urithiru, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Omal , Profession<->Soldier, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Pandri , Profession<->Government Official, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Sigzil , Abilities<->Windrunner/ Shardbearer[1], Groups<->Knights Radiant (Windrunner)/ Bridge Four/ Worldsingers/ Sadeas army (formerly)/ Kholin army, Residence<->Urithiru, Ethnicity<->Makabaki, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Tigzikk , Profession<->Thief, Groups<->Huqin's crew, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Unoqua , Titles<->Scion, Residence<->Azimir, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Vono , Profession<->Guardsman, Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Warren , Abilities<->Skybreaker/ Shardbearer, Titles<->Master Skybreaker, Groups<->Knights Radiant (Skybreakers), Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Yanagawn , Relatives<->Huqin, Born<->1160[1], Titles<->Ch.V.D. Yanagawn the First/ Emperor of Makabak/ King of Azir/ Lord of the Bronze Palace/ Prime Aqasix/ grand minister and emissary of Yaezir[1], Aliases<->Gawx, Groups<->Huqin's crew (former), Nationality<->Azish, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Dieno , Spouse<->Unnamed wife (deceased)[1], Children<->Unnamed son (deceased)[1], Aliases<->The Mink, Profession<->Soldier, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Havarah , Profession<->Bridgelord in Kholin army, Groups<->Kholin army, Residence<->The Alethi warcamps, Ethnicity<->Herdazian, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Huio , Relatives<->Lopen, Abilities<->Windrunner/ Shardbearer, Bonded With<->Caelinora, Groups<->Knights Radiant (Windrunner)/ Bridge Four/ Kholin army, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Jerono , Profession<->Soldier, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Kabsal , Born<->ca. 1150[1], Died<->1173/[2] Poisoning, Profession<->Ardent/ Assassin, Religion<->Vorinism, Groups<->Ghostbloods,,,,,,,,,,,,,,,,,,
Devotary of Insight, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Lopen , Parents<->Mother, Relatives<->Chilinko/ Huio/ Punio/ Rod, Abilities<->Windrunner/ Shardbearer, Bonded With<->Rua, Groups<->Knights Radiant (Windrunner),,,,,,,,,,,,,,,,,,
Bridge Four/ Sadeas army (formerly)/ Kholin army, Residence<->Urithiru, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Lopen's mother , Children<->Lopen, Relatives<->Chilinko/ Huio/ Punio/ Rod, Residence<->Urithiru, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Palona , Residence<->Urithiru, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Punio , Relatives<->Lopen, Abilities<->Windrunner[1], Groups<->Knights Radiant (Windrunner),,,,,,,,,,,,,,,,,,,,
Roion army (former)/ Bridge Four/ Kholin army, Ethnicity<->Herdazian, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rod , Relatives<->Lopen, Died<->Ishi 1173/ Battle of Narak[1], Groups<->Bridge Four/ Kholin army, Nationality<->Herdazian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Adrotagia , Aliases<->Adro, Profession<->Scholar, Groups<->Diagram, Residence<->Urithiru, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Artmyrn , Profession<->Book merchant, Residence<->Kharbranth, Ethnicity<->Thaylen, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Ixil , Profession<->Ardent, Residence<->Kharbranth, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Joshor , Titles<->Head of His Majesty’s Silent Gatherers, Profession<->Researcher, Groups<->Diagram, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Maben , Profession<->Maid, Groups<->Diagram, Residence<->Urithiru, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Savrahalidem , Parents<->Taravangian (father), Titles<->Queen of Kharbranth, Aliases<->Savri, Residence<->Kharbranth, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Taravangian , Children<->Savrahalidem, Descendants<->Gvori/ Karavaniga/ Ruli/ granddaughter, Died<->1175, Abilities<->Old Magic/ Shard of Odium, Titles<->King of Kharbranth (former)/ King of Jah Keved (former)/[1] Odium, Aliases<->Vargo, Groups<->Diagram, Residence<->Kharbranth (palace)/ Urithiru, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,
Taravangian's granddaughter , Relatives<->Gvori/ Karavaniga/ Ruli/ Savrahalidem, Ancestors<->Taravangian, Residence<->Kharbranth, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Varas , Relatives<->Taravangian, Profession<->Scholar in the Palanaeum, Residence<->Kharbranth, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Abronai , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Altoki , Died<->Possessed by Fused/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Bila , Spouse<->Thude, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Brianlia , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Chivi , Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Davim , Abilities<->Forms of Power, Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Demid , Spouse<->Venli, Died<->Possessed by Hariel/ 1174[1], Abilities<->Forms of Power, Profession<->Scholar, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Denshil , Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Devi , Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Dianil , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Dolimid , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Eshonai , Parents<->Jaxlim, Siblings<->Venli, Died<->Battle of Narak[1], Abilities<->Forms of Power/ Shardbearer/ Willshaper[2], Bonded With<->Timbre, Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,
Faridai , Died<->Battle of Narak/ 1173, Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Gangnah , Died<->1167[1], Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Gitgeth , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Harvo , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Husal , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Jaxlim , Children<->Eshonai/ Venli, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Klade , Died<->Ishi 1167[1], Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Melu , Died<->Possessed by Aharat/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Mikaim , Profession<->Scholar/ Surgeon, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Mrun , Died<->Possessed by Fused/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Remala , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rlain , Abilities<->Truthwatcher/ Voidbinder[1], Bonded With<->Tumi, Titles<->Bridger of Minds, Aliases<->Shen, Groups<->Bridge Four/ Kholin army/ Sadeas army (formerly), Species<->Singer, Birthplace<->Shattered Plains, Residence<->Urithiru, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,
Sharefel , Family<->First-Rhythm, Abilities<->Shardbearer, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Thude , Spouse<->Bila, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Tusa , Profession<->Scholar, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Varanis , Abilities<->Forms of Power, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Varnali , Died<->1167[1], Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Venli , Spouse<->Demid, Parents<->Jaxlim, Siblings<->Eshonai, Abilities<->Forms of Power/ Willshaper, Bonded With<->Timbre, Titles<->The Last Listener[1],,,,,,,,,,,,,,,,,
Voice of Lady Leshwi[1],,,,,,,,,,,,,,,,,,,,,,,
Voice of the Lady of Wishes (former)[2],,,,,,,,,,,,,,,,,,,,,,,
Voice of Odium (former)[3], Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Zuln , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Au-lam , Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Au-nak , Profession<->Ambassador, Ethnicity<->Natan, Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Drummer brothers , Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Hema-Dak , Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Natanatan , Ethnicity<->Natan, Capital<->Stormseat[1], Era<->Heraldic Epochs, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Puuli , Relatives<->Puuli's grandfather, Profession<->Lighthouse keeper, Ethnicity<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Sakin , Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Tsa , Titles<->Queen, Skills<->Architect, Religion<->Worships Nomon, Era<->Heraldic Epochs, Nationality<->Natan, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Truthless , Related to<->Shinovar, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Ali-daughter-Hasweth , Parents<->Hasweth, Siblings<->Shauka, Profession<->Scholar, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Asthta-daughter-Methista , Parents<->Methista, Profession<->Mathematician, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Gashash-son-Navammis , Parents<->Navammis, Profession<->Scholar, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Malad-son-Zent , Parents<->Zent, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Masha-daughter-Shaliv , Parents<->Shaliv, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Naze-daughter-Kuzodo , Parents<->Kuzodo, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Neturo-son-Vallano , Children<->Szeth/ daughter, Parents<->Vallano, Died<->Killed by Ishar[1], Abilities<->Shardbearer, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Shauka-daughter-Hasweth , Parents<->Hasweth, Siblings<->Ali, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Shubreth-son-Mashalan , Parents<->Mashalan, Nationality<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Szeth , Parents<->Neturo, Ancestors<->Vallano, Born<->1138[1], Abilities<->Skybreaker/ Shardbearer, Bonded With<->Szeth's highspren, Titles<->Truthless of Shinovar, Aliases<->Assassin in White, Profession<->Assassin (formerly)/ bodyguard, Groups<->Knights Radiant (Skybreakers), Birthplace<->Valley of Truth, Residence<->Urithiru, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,
Thresh-son-Esan , Parents<->Esan, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Zen-daughter-Vath , Parents<->Vath, Profession<->Scholar, Ethnicity<->Shin, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Unkalaki , Species<->Singers/ Human[1], World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Abaray , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Abiajan , Titles<->Citylady, Species<->Singer, Residence<->Hearthstone, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Abronai , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Aharat , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Alavah , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Altoki , Died<->Possessed by Fused/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Bila , Spouse<->Thude, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Brianlia , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Bru , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Caller of Springs , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Chivi , Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Davim , Abilities<->Forms of Power, Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Demid , Spouse<->Venli, Died<->Possessed by Hariel/ 1174[1], Abilities<->Forms of Power, Profession<->Scholar, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Denshil , Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
